0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,weight
0.011364726,0.27954838,0.051064488,0.05467587,0.0048017823,0.49562255,0.005106054,0.09615467,0.07443658,0.12325187,0.026313974,0.0066967593,0.026704371,-0.009562148,0.35425603,0.008862159,0.032902066,-0.002839444,0.09616006,-0.008447132,0.12521814,-0.009683271,0.10277494,0.004010131,-0.0004748307,-0.023332672,0.042103153,0.14110099,0.0026345283,0.114187755,0.1994024,0.0058384417,0.16634317,0.019166645,-0.009899385,0.063035995,0.1986227,-0.015891144,-0.004431977,-4.404789e-05,-0.002848501,0.11079747,0.020484064,0.04207171,0.047571253,0.0063854675,0.0014991448,0.07492871,-0.023813006,0.13639535,0.039041687,0.0040193787,0.13263495,0.033953227,-0.00014295142,0.07777658,0.032375693,0.0028018772,0.0072673713,-0.010230259,0.13367559,0.059062738,0.008110725,-0.040960517,2
0.01991041,0.013387214,0.0141847655,0.018604534,0.04809414,0.03877348,0.043886684,-0.086776756,0.02009902,-0.0033364226,-0.0014857219,-0.0013589686,0.061470967,0.047097255,0.08941856,-0.028111989,0.012047139,-0.002314575,-0.0030085354,0.08626895,0.0390604,-0.0028891235,0.046330165,0.22811192,-0.006770717,-0.010032586,-0.00999787,0.06933576,-0.015341829,0.0025439234,0.0008662046,0.049975302,-0.0010224101,-0.020061193,0.002877769,0.0063501704,-0.046548728,-0.012284645,0.036225125,-0.0026781429,0.05963251,0.019260747,0.045197595,0.05465594,-0.015387384,-0.016358763,-0.0020833719,0.016838599,-0.015423858,-0.0102862995,0.0015132631,0.053560894,-0.022303816,0.02031097,-0.0029168935,0.01620198,0.038839422,0.053933658,-0.022341521,0.13082235,0.01786301,0.0068434067,-0.01222027,-0.054631885,1
0.0037927444,-0.004486841,0.010701094,0.028635742,-0.012633232,0.17899726,-0.021107594,0.03375668,0.027588533,-0.00024521438,0.10166693,-0.012550447,0.06441737,0.07337914,0.056807272,0.0034314292,0.13540396,0.38147438,0.04334051,0.21965373,0.041645627,0.10682123,0.005207706,0.91905856,0.21899194,0.0069087683,0.0248095,-0.035487976,0.006515183,0.05032659,0.0063824253,0.28899753,0.016610092,-0.02923348,0.22363473,0.0038735913,0.0367199,0.009068269,0.18373127,0.03764738,0.29838946,0.07989064,0.15486993,0.34721893,-0.007021098,0.02785821,0.06708155,0.043213036,0.005049825,-0.0033164036,0.04026113,0.282704,0.0041504954,0.004562002,0.3139536,0.28991172,0.012554514,0.0018382529,0.04765619,0.10490493,-0.000418109,0.23635158,0.07232278,0.0020122053,3
0.097863905,-0.00034991433,-0.0012122589,0.001134519,0.01700957,0.0153033715,0.060634457,0.014836081,0.28473857,0.012841065,0.0735013,0.007950109,0.08527758,0.21604371,0.41237062,0.06255577,0.039608326,0.022659095,0.18931241,-0.017947273,0.03296759,0.12488016,0.004916816,0.08114427,-0.008129928,0.1062611,0.09032386,0.13070421,0.8774906,0.26662785,0.14559533,-0.019984365,0.07179081,0.9680155,0.15396225,0.11607333,0.010119566,-0.00041172447,0.16471715,-0.064292364,0.038306434,0.34885252,0.09663979,0.00064896664,0.31107804,0.2680848,-0.030508071,0.2975365,0.19817704,-0.009048506,0.042413395,0.040253635,0.21281528,-0.00972619,-0.05631116,0.05138808,-0.06365093,0.3262364,0.069333196,0.53523654,0.021249559,0.0109635955,-0.0019751033,1.7124277,4
0.003108914,0.027960224,-0.0017165557,0.004036173,0.05002474,-0.020961681,-0.020497866,0.04605903,-0.014146853,-0.036178827,0.15091006,0.01680544,0.11713382,0.22420615,-0.24004717,0.050110925,0.0012495924,0.036459982,0.07104274,-0.052325282,0.25469598,0.1301595,8.647483e-06,0.09520697,0.018923277,-0.10262978,0.26254758,0.01767665,-0.023060106,0.0011498468,0.001340237,0.27325076,0.00016853909,0.49517766,0.12360074,0.30278453,-0.012200231,0.028385403,0.11391853,0.18752186,-0.020784134,0.17327985,-0.038973764,0.053228814,0.030306183,0.018838774,0.0012553919,-0.1159855,0.11805721,-0.0049196123,-0.06456521,0.070181295,-0.26510093,0.056708347,0.04215965,0.0028038116,0.0045327293,0.13650209,-0.15418439,-0.0145011125,0.045776285,0.006344255,0.12730394,0.3654186,1
0.006579631,0.09656622,0.06502064,-0.015803061,-0.05523572,-0.0004869297,-0.04314386,-0.035457395,-0.018133927,0.1620786,0.18317936,0.014425545,0.027473731,-0.07830002,0.04756784,-0.115303814,0.15706547,0.37793347,-0.052317623,0.30408856,0.14032334,0.39898658,-0.004496587,0.030155497,0.054204788,-0.0519525,-0.08676313,0.023428531,0.0058448534,0.0152817005,-0.0032343052,0.055699848,0.003029262,-0.04450978,0.031194396,0.058452327,0.14773822,0.19036432,-0.051886115,0.012531901,-0.024637345,-0.016972171,-0.016255355,0.05915107,0.58896387,0.018902747,0.0017234179,-0.031095998,-0.022165801,0.0030168353,0.14703725,-0.013894768,0.07797099,0.0047433567,-0.03485742,-0.008088198,-0.00041239668,0.3128265,0.17074202,-0.14093603,0.043435127,-0.003617491,0.060023274,0.1852137,1
0.031220946,-0.008252571,0.2829681,-0.02623807,-0.03849925,0.12140072,0.08880212,0.07595319,0.22949329,0.12682979,0.037120637,0.03283856,0.13991436,-0.008225795,0.023669045,-0.0319396,0.02414426,0.09690945,0.013211668,0.044717032,0.037142254,0.0014450562,0.11295965,0.5244776,0.020085245,0.0072513516,0.09485114,0.11069894,0.007481377,0.014501496,-0.034743153,0.071194395,-0.0075763455,-0.0070868265,-0.01832228,0.0017903066,0.16253074,0.083655365,0.014521245,0.001168007,0.08305462,0.11979877,0.024870863,0.08364245,0.09702174,0.01872833,0.0238316,0.0331175,0.036482424,0.050033987,0.039389502,0.016246201,0.01579281,-0.042290624,0.0027328029,0.4050011,0.037119873,-0.022088956,-0.053307127,0.37610915,-0.02383538,0.011568431,-0.0026444502,-0.0016324425,7
0.012087523,0.10833479,-0.0053863483,0.01843581,0.1329415,0.1660067,0.1838323,-0.05246147,-0.012135468,0.017632281,0.10176913,0.0006711811,0.25896212,-0.009003587,0.046725087,0.018216986,-0.06933276,0.19818337,-0.0032155793,0.01250047,0.098084904,0.0003468062,0.0023590291,0.005271153,0.08903371,-0.04689906,-7.2445226e-05,0.18972875,-0.16840492,-0.041543953,0.17129503,0.13017596,-0.061602395,0.00020784444,0.009837501,0.04747805,0.2229909,-0.03634189,-0.063578375,0.20332476,0.0014459116,-0.11884922,0.10201298,0.075889,0.086968616,0.062436875,0.0019854421,0.13753779,0.024650311,0.019582871,0.25462094,-0.0010260429,0.028938951,-0.02284055,0.20764144,-0.0145794805,-0.19836527,0.9467112,-0.005652275,0.027154313,-0.0013244633,0.038501658,-0.009289896,0.13242786,1
0.11163752,0.11770048,0.0018806679,-0.03739744,0.10725164,0.044365786,0.036900043,0.26632163,0.0050651776,0.53194803,-0.025528315,0.0064730253,0.008072336,0.015140827,0.0062509975,0.13614759,0.08771743,-0.05811921,-0.0037742543,0.06874047,0.05079016,0.064040124,0.038088776,0.15536454,0.09652853,-0.011073113,-0.012408069,0.15446113,0.004062496,0.017881224,0.004820237,-0.022053769,0.22679041,0.008068436,0.017553855,0.024530789,0.18124418,0.023583675,0.029773386,0.10165433,0.029338732,0.24348126,0.0130704185,0.021053618,0.7955466,0.13970132,0.11723175,0.03962812,0.047640286,0.047212295,0.0055647427,0.010615045,0.14191674,0.3673707,0.054618087,1.0435827,0.053184796,0.12533906,0.056149844,0.001582233,0.2558107,0.019577438,0.15814406,0.17563066,1
-0.005114147,-0.07585279,0.017510358,0.019981124,-0.021173202,0.055992447,0.03383964,0.021693189,-0.0004405054,0.0032883184,-0.008220186,0.0028679452,0.033756394,0.015926834,0.019023199,0.0022389714,-0.020738482,0.06321521,-0.0048085363,-0.02700128,-0.09400613,0.06625244,0.03583704,0.06689811,0.03929015,-0.009882861,-0.0061903303,0.08247114,0.0071832887,-0.10490573,-0.034175187,0.06411708,-0.08520813,-0.00023629048,0.044610724,0.10422799,-0.00058844977,-0.008497047,0.061135177,0.0044746227,0.07833753,0.04897745,-0.025762424,0.054121796,0.037460573,-0.00072081055,-0.022026423,0.0025791703,0.012515787,0.0036389716,0.013815797,-0.037564244,0.04359046,-0.031445906,0.0031962432,-0.075004034,-0.028612081,0.0797145,0.0025426806,-5.993414e-05,0.16875532,0.0022573322,0.108606555,0.017709054,1
-0.179288,0.15153775,-0.01789047,0.0758041,0.035693415,-0.033852622,0.09314311,0.13233033,0.0013234129,0.06423138,0.3315833,0.05742918,0.12253336,-0.0071671205,0.07194364,-0.022248106,0.010036946,0.1737358,0.0010965061,-0.16366479,0.07491422,0.0029499396,-0.045697857,0.002226068,0.09127816,0.003940788,-0.012204261,0.25991288,-0.023169864,0.014961664,0.050431844,0.018553508,-0.04034976,-0.008320351,0.005581238,0.01619358,0.039925277,0.085866675,-0.042583674,0.071667425,-0.014280045,-0.050782166,0.091160715,0.011096472,0.17280833,0.014324218,0.021576198,0.07742882,-0.011687251,-0.008705771,0.006861133,0.015273394,0.19342305,-0.0061519677,0.011870693,0.03321959,0.028616078,0.113247134,0.0033414522,0.037386212,0.008249329,0.048732575,0.15785702,0.024936467,1
-0.14192611,0.029967899,0.017900564,-0.033684105,-0.0221798,-0.0067178835,0.0009649354,0.005217513,0.3600065,-0.033205733,0.22256275,-0.10097215,0.06850151,0.004506537,-0.003270895,0.018124543,0.009728952,0.22635548,0.08407586,0.00033791794,-0.007358315,-0.013157442,-0.049759854,0.04758188,0.022231333,-0.2932755,-0.06166471,0.11945285,-0.025191216,0.013543481,0.17042091,0.055729397,0.012924579,-0.047573235,0.12069985,-0.0011362523,0.008689347,0.15136527,0.11485167,-0.062514134,-0.0017012584,-0.013821963,0.006463044,0.088808805,0.05109557,0.006928272,0.036725406,0.059045836,-0.30906215,0.01384793,0.013343415,0.020823853,-0.008160911,-0.015182573,0.0040371367,0.050268054,-0.0052553983,0.10105106,0.019610476,0.19799782,0.15233378,0.022521751,-0.030950248,-0.008740436,1
0.00053187367,-0.012777035,-0.017145218,0.110935144,0.21115318,0.0077873953,0.25775763,0.5181043,0.03769366,-0.023143642,0.012429293,0.08603757,1.4235977,-0.0009763704,0.32182518,0.16674371,0.06129451,0.17883334,0.0014966385,0.002846165,-0.029847497,0.11600462,0.23602574,0.009446312,0.038731653,0.010657626,0.027797207,0.2738253,-0.0030020426,0.33494294,0.025693553,-0.0015424894,0.35687923,0.3081518,0.111839496,0.0401386,-0.03141387,0.056582194,0.057601485,0.033904698,0.24584085,0.5784076,0.040436354,0.020397613,0.09656097,0.0034077517,0.18633829,0.013772341,-0.016771778,0.03927344,0.09137226,0.009328549,0.04630719,0.025658103,0.12884714,0.0011209163,0.07972863,0.025912447,0.062893674,0.0144561725,0.20766187,0.029136645,0.39848864,0.005139877,2
-0.01736986,-0.10554201,-0.0067506284,-0.0036654207,0.055591457,0.048978355,0.20600574,0.9479075,0.08052375,0.24927922,0.045903135,0.3509483,-0.026434582,0.055590197,-0.012879418,0.14905813,0.034821317,0.49401543,0.09627714,0.0090224845,0.010451181,-0.020191459,0.018051796,0.10085662,-0.00024014314,0.009318752,-0.0041648443,0.45632473,-0.00435615,0.07107038,0.011445056,0.022448136,0.05638569,-0.002454913,0.12045882,0.07813352,-0.015949499,-0.028371619,0.087593794,0.048812117,-0.03072796,0.19255991,-0.061502744,0.08110318,0.25922626,-0.045354214,0.027896576,-0.002158835,0.14382115,0.0038845493,0.0054448643,0.03683998,0.014608722,0.121185504,0.005970428,0.08619622,0.034575056,0.02894565,0.029613562,-0.0022314198,0.22645718,0.0010365975,-0.014032796,-0.0017365691,2
-0.0044247014,0.029227814,-0.0037127424,0.0021578893,0.02086862,0.1354394,0.03576202,0.18386242,0.007892153,-0.00011443741,0.09857616,-0.0018987989,-0.0061486377,-0.0074192155,0.0629933,-0.01761822,-0.011875184,0.078755476,0.14360288,0.16241764,-0.014891721,0.10069948,0.022849333,-0.023402523,0.27796435,0.036305238,-0.017483449,0.0016687342,0.040779013,0.094607145,0.02781299,0.0022416587,-0.011507205,0.095112525,-0.04210973,0.0051924833,0.24584658,0.006424866,0.0044732485,0.02369337,0.009008826,0.0022120709,0.011279841,0.24380393,-0.014925503,5.034436e-06,0.0028902118,-0.0017534078,0.07892624,0.0025221526,-0.004884349,0.0070419917,0.035809826,-0.0040080985,-0.02347017,0.08203445,0.03285942,0.054040644,0.024009105,0.016617918,0.24320225,-0.04959693,0.10922859,0.037565127,5
0.0053213593,0.0058928747,0.006531936,0.0012272296,-0.02749197,0.3351465,0.0815978,0.0716059,-0.008353198,-0.008162333,0.029364267,0.00018384364,0.0031453178,0.0037372448,0.014854192,0.0045742057,-0.014737355,-0.03245915,0.003433058,0.002340539,-0.024002695,0.04087133,0.042557,0.028514085,0.23613378,-0.022464002,0.00016104415,-0.012158056,-0.031213827,-0.02174795,0.021280749,0.0028572215,0.030399969,0.023697989,-0.011322922,0.027267493,0.024511099,-0.019140992,0.0021248655,0.00955197,0.021608664,0.0055716974,-0.011193555,0.10188865,0.05604854,0.010348605,-0.07592426,0.014385155,-0.023964282,0.0005907617,0.0068305116,0.021573028,0.053683292,-0.022663426,-0.0004913143,0.005179573,-0.02004459,0.1482089,0.017607125,0.0339009,0.0046364972,0.02055399,0.102470465,-0.014820611,5
0.3001906,-0.0025297021,0.13047211,0.005833531,-0.0051009604,0.042774238,-0.049029395,0.085595325,-0.041208614,-0.00044489844,-0.061370727,0.08410117,-1.8380568e-05,0.029920675,-0.12182407,-0.06957306,-0.018324722,0.018742986,0.007801373,-0.0011483739,-0.06160451,0.09467766,-0.03908108,-0.004966187,-0.07687904,-0.12920459,-0.0660498,-0.07422451,-0.11776423,-0.02337278,0.059853338,0.12025032,0.07921129,0.031677213,0.0038890166,0.026731065,0.1951221,-0.19080481,0.03209311,-0.025449341,0.04708595,0.0075225714,-0.25116837,0.069740675,0.12509502,0.0012357556,0.05516053,-0.015586981,-0.040687364,-0.030563854,-0.03620621,0.15868132,0.029512692,0.25395587,0.017094826,-0.13554083,0.008272256,0.54633814,0.05585104,-0.004278535,0.20725442,-0.08723631,0.077201374,0.005948692,1
0.054165483,0.08876737,0.09385802,-0.005349695,-1.5992222e-05,0.12241228,0.005579482,0.009047193,0.18008167,0.015288459,0.11825377,-0.004078793,0.23369195,0.009023216,0.00037319137,0.01595184,0.02995713,0.003934241,0.0709843,0.017997365,0.27525324,0.3165924,0.24472596,0.1134559,-0.006462496,0.0038866482,0.27471673,-0.0029135374,0.015296207,0.036908325,-6.42318e-05,0.032946054,0.14702888,0.23837593,0.034320883,-0.003935691,0.1604823,-0.027024752,0.06812868,0.052323304,0.00062160415,0.28714666,0.079958044,0.073689446,0.07520411,0.0060967514,0.007712375,0.02163689,-0.0022931295,0.03523471,0.054800086,-0.004131801,-0.0016989604,0.021655373,0.21473864,0.07664342,0.017686864,0.07098271,0.00043622043,0.012545435,0.03796075,0.10710666,-0.0072710244,0.009255671,1
0.038436614,-0.0074126823,0.0630508,0.28798923,0.08359397,0.06534236,0.009136881,0.18243669,0.09512122,0.16911234,0.21200782,0.030227523,0.25632712,-0.08219305,0.24178115,0.28197622,0.32921723,0.003939757,-0.0056831343,0.11555232,0.075857714,-0.00249338,0.069619186,0.11943848,0.07683781,-0.08158286,0.00903484,0.106348164,0.021922793,0.3134648,-0.027220568,0.09221725,0.17757125,0.16792652,0.07153856,0.018085323,0.05206813,0.0159158,0.0025803829,-0.00282513,0.11134059,0.07582859,-0.003785061,0.61328477,0.21382444,0.19506596,0.14498146,0.20061423,-0.009675129,-0.019133328,0.10356862,0.26097468,0.38004863,-0.0018512827,0.13150904,-0.0005222034,0.03778719,0.058397472,0.16095172,0.23781824,0.19770072,-0.053635042,0.4049544,0.012372405,1
0.023322208,0.0007609893,0.05950942,-0.012010653,0.063664034,0.031698585,0.020756854,0.022340307,0.053980842,0.002091518,-0.01710065,-0.002754023,0.02816176,-0.006814212,0.13951889,-0.006402706,0.14559181,0.04444069,-0.04113953,0.053320993,0.00093806715,0.0015903292,0.15553664,0.23616742,0.1302935,0.028608708,0.08157872,0.00011114492,-0.0036699355,-0.037049245,0.022472052,0.0029757146,0.106811054,0.009373101,0.007976197,-0.009937115,-0.017288676,-0.03355865,0.00013412067,-0.0010270288,0.0040768236,0.17366122,0.08145142,-0.0049401275,0.043979034,0.014440446,0.00336875,0.14198294,0.017871913,-0.033287138,0.052879453,0.024667373,0.064483896,-0.00043070296,-0.010672372,0.2785971,-0.022577034,0.038204923,-0.011044969,-0.014841461,0.08557184,-0.043656405,-0.0013755104,-0.0052010426,1
0.03203954,-0.026195604,0.43518537,-0.03737768,0.13287126,-0.006885521,0.00063588953,-0.0006718714,0.115501545,0.17588805,0.019036995,0.071165405,0.021090878,0.012105391,-0.013194046,-0.0040874323,0.059353016,0.01005514,0.30656645,0.029047213,-0.018097594,-0.0063814064,0.050272167,1.0599875,-0.010717177,0.088363245,0.017776912,0.014508941,-0.028505107,-0.002668867,0.20839939,0.2958406,-0.013171355,0.0044486662,0.008536136,0.11004272,-0.017262373,0.16630803,0.18951629,0.051316794,-0.022632552,0.046080105,0.10802298,-0.004956034,-0.0020289454,0.20413528,0.059747722,-0.015241998,-0.003912663,0.034186054,0.0037876708,-0.0565483,0.7217667,0.32543612,0.019829504,0.113337025,0.15787147,0.25455648,-0.0013434007,0.15516475,0.31804764,0.08197826,0.08304434,-0.08406979,1
0.015171679,0.0792522,-0.044300564,-0.009170783,-0.03682207,0.5536603,0.056025147,0.022892313,0.13172205,-0.07211822,0.19048135,0.23136707,0.015308583,0.09648883,0.08986504,0.034138832,-0.0073005906,0.04570388,-0.008682336,0.16801108,0.019580249,0.24310018,0.0011100061,0.20429589,0.0021939862,0.052692644,0.10972711,-3.772684e-05,0.00917698,0.015200822,0.1561431,0.10727758,0.08646888,0.06682853,0.08000587,-0.0032509605,0.051274583,0.17146781,0.022450266,0.03344089,0.25416908,-8.347463e-05,0.05173452,0.12360162,-0.0025640382,0.14277829,-0.00530861,0.20132719,0.16946314,0.26993304,0.31289655,-0.040473852,0.058182735,-0.046366088,-0.024822665,0.040034313,-0.0017171268,0.19326204,-0.0059731463,-0.045400865,0.38629633,0.18005149,0.09428985,0.17139357,5
