0,1,2,weight
0.07031197,2.2106981,0.82162434,2
-0.0030536857,0.6792431,0.79399085,1
6.029972,1.4207364,10.255219,3
0.11352135,2.0263507,0.9014267,4
-0.09634037,-0.06687059,1.5740237,1
0.016911078,0.33472362,3.10821,1
0.22210564,1.0651822,0.99529845,7
0.6441419,0.1454587,2.1116087,1
0.045063365,1.0206889,6.156601,1
-0.0443359,-0.014034517,1.0044371,1
-0.053164758,-0.13041127,1.6373463,1
0.8239307,-0.20904255,2.5121083,1
0.87519586,0.010425077,0.8005976,2
0.8376654,-0.05098927,1.5987954,2
0.025109498,-0.02080298,2.162649,5
0.009328634,0.022305159,1.1655192,5
-0.637418,1.6507865,0.6157156,1
0.62764794,0.4651948,0.35868275,1
1.749484,13.703115,1.0081593,1
0.24397366,1.585035,1.0158828,1
-0.053261776,0.12488147,0.92575085,1
-0.100695506,-0.014029048,0.9868714,5
0.11153496,-0.31271666,1.781984,1
0.0072879246,-0.063000396,1.3369371,1
0.1844798,0.06153781,1.7263236,1
1.7787225,2.2472706,0.37627938,-10
-0.048540622,1.0586764,0.6435452,1
0.45912954,0.32898742,2.669894,1
0.49565533,0.36476243,0.4662361,2
-0.00088000123,0.23024608,0.878657,4
0.13904846,1.9803021,0.8830948,3
0.2142771,0.13368009,1.9907354,1
-0.057084344,0.43844968,0.7339662,6
1.3088448,2.5169485,0.36913344,1
0.2914333,0.31948033,1.3304559,-1
0.65791094,0.6242128,0.46268705,3
0.06957463,0.5916158,6.281037,1
0.206513,0.84617084,6.4776254,1
0.005074306,0.28760898,0.9569916,2
0.37724847,0.4027658,0.32263264,1
-0.07228185,5.098016,0.7555991,4
-0.015124432,0.7122497,5.2699165,10
7.7235084,1.5966661,13.144858,3
0.0057272636,0.15358664,2.7428765,4
2.4594305,0.012942231,1.2751602,1
-0.2060461,0.1283641,3.759908,2
0.005632563,1.071773,0.6207981,1
0.024775377,-0.11383948,2.736228,-10
0.23845369,2.078785,1.1392163,2
0.012711878,0.2845575,0.6335091,2
0.3870041,0.8216733,4.8411555,1
0.0786788,0.040106095,0.7791181,2
-0.0007374827,0.42814657,0.7073039,2
2.2754037,0.545859,3.8868604,2
0.084103554,1.6424497,0.86593145,-10
0.0108545115,0.5138008,0.5841674,1
0.14890844,1.090352,0.9826337,1
-0.0014541404,0.08429888,1.2055404,1
0.55728215,0.8721673,5.1778574,1
0.11357685,1.4905088,0.92798525,-10
-0.11379383,0.2350092,0.75616336,2
-0.2800494,0.7054972,0.56925565,1
0.5778485,0.19764405,2.9300287,1
0.17010096,1.4908588,0.8922788,1
4.112383,1.0529765,6.944841,2
0.111493826,-0.34845653,1.7905291,1
6.768665,1.3709741,11.460969,2
0.060991928,0.22491209,1.0910901,-10
1.3895868,0.17579107,0.6893105,8
-0.082761414,0.7554493,0.76669246,1
0.3734102,1.945977,1.1747767,1
0.21342127,3.0995936,1.1090307,1
0.18303515,1.2053187,0.98309535,1
0.42665395,0.06647889,4.241665,1
-0.010397658,-0.041185465,-0.17776921,-1
0.02380229,-0.008793603,1.8584095,1
2.1106725,0.36940476,0.7088286,1
3.8045113,0.76261437,0.9232304,10
-0.02722643,0.4768869,0.747524,5
0.0026559457,0.42340183,0.6021628,2
0.007013313,0.14437737,2.6917567,1
-0.008437708,0.35956076,0.67046726,2
2.3786352,16.668316,1.2340207,1
0.013260366,0.06407739,0.97902507,3
0.16973071,0.10726397,3.4221413,4
0.07193124,2.9874182,0.9042244,5
0.0075568454,0.56317735,0.623024,1
0.7388929,0.28967315,2.5762177,1
0.5145493,3.8857946,1.4369522,3
0.45774215,2.3395054,1.1887224,1
3.11805,0.008893684,1.2262753,1
0.030046541,0.067136884,1.0818366,1
0.15211391,1.4605507,0.8863622,-9
0.6476025,4.3363504,0.47031453,1
-0.02341582,0.304688,0.7815555,-3
0.12410648,0.08248406,1.939842,4
-0.015998824,-0.16745685,1.3554993,1
0.010314149,0.7413052,0.76706165,1
0.34633982,2.0923924,0.9925583,1
0.0027017677,0.18716213,0.75354356,8
0.9760253,1.1210171,2.0841649,1
1.4472632,5.8909383,28.193373,3
-0.0022624223,1.4362416,0.63889235,1
-0.17996374,0.74314946,0.51123726,1
0.025104439,0.2868088,1.0114903,1
7.4525123,1.6425905,12.795563,1
0.14525568,0.12563938,0.66282564,2
0.046670146,-0.19170603,1.5801039,1
-0.0051545496,-0.056866217,1.4206178,2
4.352338,1.642312,6.6467166,1
0.31514087,1.9238291,1.0916421,-8
0.034796216,0.10058817,0.90148973,1
0.94294745,0.71131766,4.594913,1
0.22144032,1.615036,1.0731084,1
-0.016991673,0.023153476,1.0728027,6
-0.2777457,2.7941077,0.7370723,-10
0.812761,0.25285998,0.48388284,1
0.397466,2.1204221,1.1771322,5
0.015453839,0.59028745,5.2621427,1
-0.10567801,0.6217304,0.9068557,1
2.1877272,1.100097,3.9736135,-3
10.298322,2.167024,17.500525,1
0.1041604,0.08698498,1.4366748,-10
0.14169657,-0.017293809,1.0899888,1
0.14507481,-0.105166286,1.9537334,1
0.021880297,2.2471042,10.999247,1
3.175967,0.7748531,5.7752624,2
0.42030153,2.0475948,1.266865,1
0.08886419,0.84238297,0.94755036,1
0.048453625,1.7329731,0.6036558,2
0.2520001,0.11792319,0.71212256,2
0.026094185,0.4827834,0.9203865,3
0.33039287,2.169081,1.1692625,2
1.1292052,11.879265,0.90076584,-10
0.19451721,2.2994752,0.940243,1
2.4122856,4.43748,20.311129,2
5.718859,1.244872,10.172735,2
0.2223812,0.5433597,4.0035653,1
0.9744914,0.780521,0.71222734,3
0.4814965,0.23720029,0.57903314,1
0.8425552,0.055606935,1.7700872,1
-0.05651481,0.20403782,0.9336591,6
0.048924547,0.016774084,2.1677964,1
0.027948132,0.023321688,1.7056968,2
0.12777273,1.1474277,1.0182934,2
0.50341016,0.6055148,2.3838007,1
0.16966099,0.2540482,4.4940205,1
0.00022917335,-0.046026427,0.5889099,2
-0.026806442,0.17771445,0.95497626,1
0.44536698,2.9234896,1.3645501,1
0.11582807,0.53657115,0.58761865,1
-0.0016618577,-0.33188444,-0.23501562,1
2.1938746,0.52837753,4.140004,1
0.07210466,2.5437534,0.7834207,1
0.93328047,0.3101017,3.0124564,1
-0.07478417,0.15461801,3.2685094,1
0.53371876,0.79292446,0.32239172,1
0.26250976,2.5507193,1.0522814,2
0.026429476,0.6881518,4.9474683,1
0.22206537,0.0694384,3.2802317,4
-0.09748787,-0.10157797,2.4335601,1
-0.33001643,0.3196573,0.67050415,1
0.15376952,1.8635939,1.0360856,2
0.9023034,1.7910111,0.32056808,2
0.99797213,0.879282,4.9601736,1
0.062099926,0.10100349,2.7216747,1
0.022966666,0.25489938,0.9517445,1
0.67072123,0.95965856,1.5026952,3
0.00056858256,0.31562883,0.7780356,5
0.62564975,2.0722501,1.381447,-10
0.06438508,0.48293594,0.53775144,1
0.20345171,2.2236366,0.9296922,1
-0.0512932,0.7824714,0.6883316,1
0.1908426,0.16917832,3.9241364,1
2.1699185,17.380402,1.2638301,1
0.2594985,0.65698934,4.310577,1
0.0031938378,0.060533926,0.9061927,2
-0.27528974,3.6021316,0.81160545,2
0.00566299,0.07659852,2.485422,1
0.17872743,0.21982549,4.220568,5
0.19260375,0.09960793,3.556782,1
-0.021985322,0.1698678,1.0589517,2
-0.0025784564,0.19723028,2.7713993,1
0.08700146,0.28931326,4.0643015,1
0.3370309,0.7250892,0.50168604,1
0.2210482,0.14100316,3.902452,2
