edge_betweenness,degree_centrality,closeness_centrality,weight
9.09834898656373e-05,0.0252511898466419,0.2902845815365212,-10.0
3.591031934580228e-05,0.0189053410893707,0.2917092351022495,3.0
5.004265599886915e-05,0.0208884188260179,0.2876092442582359,1.0
0.0001394149066615,0.018376520359598,0.2916364160645716,1.0
0.0002531311114285,0.0187731359069275,0.255304220141082,1.0
9.14921040544194e-06,0.0017186673717609,0.2509849070720963,1.0
0.0001291127857557,0.0227392913802221,0.2889633515064386,1.0
7.609336521338975e-05,0.0572448439978847,0.3097132180146452,1.0
3.6237365063299314e-06,0.0013220518244315,0.2494787011998241,1.0
6.476823843940131e-05,0.0071390798519301,0.2806706180122074,1.0
3.674119463577197e-05,0.0158646218931782,0.2928071136620573,1.0
1.917232736719369e-05,0.0048915917503966,0.2551263901403675,1.0
7.259563053276684e-06,0.0078001057641459,0.279023980638279,1.0
1.3041057526165623e-06,0.013088313061872,0.2936014551686768,1.0
0.0001221591200572,0.0162612374405076,0.2619733815789959,1.0
0.0001266436189111,0.1187202538339502,0.3171230014528129,1.0
0.0002276459313863,0.0170544685351665,0.2541841165699924,1.0
1.7576031661680147e-05,0.0039661554732945,0.2434256673592336,-10.0
0.0002158720357031,0.0022474881015335,0.2187352828093756,1.0
8.170751528697796e-05,0.0256478053939714,0.2834059957806087,1.0
2.4292825619303485e-05,0.0116340560549973,0.2595200401859644,1.0
0.0001300250278199,0.0249867794817556,0.3024238966746485,1.0
0.0002164672380323,0.0631940772078265,0.329280587677156,2.0
0.0001039026424892,0.0117662612374405,0.2861187121587242,1.0
0.0002618941679167,0.0118984664198836,0.2622187080088106,1.0
0.000252721584107,0.0333157059756742,0.3034175962702713,1.0
0.0001851136876732,0.0542041248016922,0.3118424528933241,1.0
0.0002618941679167,0.054071919619249,0.2855652918236886,10.0
2.761873289268636e-05,0.0146747752511898,0.281676656061541,1.0
4.0189642681837366e-05,0.0210206240084611,0.3021576665461138,1.0
0.000366629773208,0.0210206240084611,0.2872461437152545,1.0
4.036330098983848e-05,0.0030407191961924,0.2167337219394312,1.0
0.0002276459313863,0.0083289264939185,0.2554366943358812,1.0
0.0003250207863131,0.0511634056054997,0.3336742709940142,1.0
0.0001004217661846,0.0170544685351665,0.2813658003204859,1.0
1.4158539949072814e-05,0.0171866737176097,0.2899878887533217,-10.0
7.387137508121966e-05,0.0548651507139079,0.3071957390399731,1.0
0.0001631492540962,0.0547329455314648,0.2895690870306775,1.0
2.162589415348477e-05,0.0334479111581174,0.3104699617435091,-10.0
3.0916232039581424e-05,0.0173188789000528,0.269802804539377,1.0
1.8654777629497736e-06,0.0187731359069275,0.3007678332689645,1.0
0.0001348903421132,0.0171866737176097,0.2673093015830711,1.0
5.09884660775376e-05,0.0145425700687466,0.2849549861297678,1.0
0.0001057311863851,0.0395293495505023,0.3152517699845641,1.0
0.0002276459313863,0.0029085140137493,0.2184519138893563,1.0
0.0002922786087947,0.1234796404019037,0.327541315065018,1.0
0.0002276459313863,0.0010576414595452,0.2071083286700614,1.0
2.010003271505797e-05,0.0304071919619249,0.2914338991622371,1.0
