edge_betweenness,degree_centrality,closeness_centrality,weight
2.3334670532417247e-05,0.0156002115282919,0.2866073953384663,2
0.0002704996243941,0.0661025912215758,0.3359385691911265,1
1.9447564646214285e-05,0.0178476996298254,0.2617149102514736,3
0.0002276459313863,0.0023796932839767,0.2337982056483651,4
5.507102350534679e-05,0.0103120042305658,0.271396703606224,1
8.622513720491332e-05,0.0150713907985193,0.2774542468844687,1
0.0001064403170163,0.0133527234267583,0.2779224780486061,7
0.0001205592837836,0.0154680063458487,0.2726439024501484,1
1.123195848860943e-05,0.0080645161290322,0.2672076841261598,1
8.164343861763899e-05,0.0260444209413009,0.3094654257139477,1
0.0003166169855873,0.0252511898466419,0.3031894580227265,1
9.689909313380208e-05,0.0268376520359598,0.2917424536728836,1
0.0002618941679167,0.0033051295610787,0.2350746470299483,2
3.984748566880031e-05,0.0063458487572712,0.2572702085723411,2
0.0001099293640974,0.0546007403490216,0.3179754515745996,5
0.0001259804214839,0.0612109994711792,0.3323077831847929,5
5.387042888741763e-05,0.0149391856160761,0.2786959664738051,1
0.0002277158257466,0.1175304071919619,0.3060833082456532,1
6.160251048719215e-05,0.0141459545214172,0.2409778212488472,1
5.5589389238176974e-05,0.0276308831306187,0.2930038879341369,1
4.597000501197051e-05,0.0074034902168164,0.2696372237495408,1
1.4522490823898336e-05,0.0055526176626123,0.2759250718487115,5
5.1713680257726747e-05,0.00965097831835,0.2743794750179003,1
0.0001637326698836,0.0460074034902168,0.3053761661166386,1
2.9403321386858014e-05,0.0159968270756213,0.3026682769692063,1
9.091202969762336e-05,0.0018508725542041,0.2267265811856867,-10
0.0001973293697679,0.0534108937070333,0.2902115927326065,1
0.0001006146945666,0.0084611316763617,0.2544164732146538,1
2.8972924850872182e-05,0.0034373347435219,0.2383033668568582,2
0.0001101306339524,0.0210206240084611,0.2877440989062094,4
0.0001849157396656,0.0769434161819143,0.3207380769703644,3
1.511085756307176e-05,0.002644103648863,0.2275371675480919,1
9.743422989923228e-05,0.0468006345848757,0.3252761303969348,6
4.9512778228361896e-05,0.0019830777366472,0.2281548933407307,1
0.0002056963281324,0.0286885245901639,0.3151754705258567,-1
2.924903951076604e-05,0.0214172395557905,0.2839606232338537,3
0.000219124227438,0.0118984664198836,0.2551794822247157,1
0.0001005604322168,0.0089899524061343,0.2621886612086154,1
7.077572136295202e-05,0.0446853516657853,0.3243530615363528,2
0.0002618941679167,0.117662612374405,0.3060284119146584,1
0.0001802132261582,0.0442887361184558,0.292691927340636,4
6.25190189796149e-05,0.0148069804336329,0.2744627765515143,10
1.0586578200292422e-05,0.0182443151771549,0.2568889325907594,3
0.0001993763467133,0.0555261766261237,0.2990931494983744,4
0.0002618941679167,0.0027763088313061,0.2021011069407665,1
0.0005548610799319,0.0146747752511898,0.2717595493409802,2
0.0002331469895543,0.0674246430460074,0.3093715269719456,1
2.5164181948846304e-05,0.0146747752511898,0.2920508002290987,-10
0.0001296515806496,0.0556583818085668,0.2898755301249098,2
0.0001724724565211,0.0576414595452141,0.331614692632094,2
4.863240977587759e-05,0.0095187731359069,0.2747158900593422,1
9.306646428844673e-05,0.0380750925436277,0.3308620080044814,2
5.087041017924526e-06,0.0014542570068746,0.2498223811942326,2
6.0900183947946816e-05,0.0141459545214172,0.2646957587642614,2
5.516607845211889e-05,0.027895293495505,0.3038448536120193,-10
3.4001564925092933e-05,0.0343733474352194,0.3110060080262637,1
8.971187450974762e-06,0.0050237969328397,0.2611995660064344,1
0.0002276459313863,0.0367530407191961,0.2918178575703797,1
4.059524192966882e-05,0.0075356953992596,0.2598243868410712,1
8.911378396244668e-05,0.06795346377578,0.3172170435504542,-10
8.3010396608322e-05,0.0056848228450555,0.2640327726838324,2
5.48420826526283e-05,0.0093865679534637,0.2766110992493903,1
0.0002080144345724,0.0203595980962453,0.3027597339688316,1
6.0013181101440975e-05,0.0610787942887361,0.3188375894183304,1
2.9612634849071825e-05,0.0166578529878371,0.2692763494083965,2
0.0003232369532635,0.0368852459016393,0.2908056132051999,1
0.0002277158257466,0.007006874669487,0.2209620955401242,2
0.0001118920439721,0.0641195134849286,0.3158335658295539,-10
2.8980588050124142e-05,0.0105764145954521,0.2767915909468201,8
3.250353013359841e-05,0.0145425700687466,0.2805044364778959,1
3.704356694381976e-05,0.0363564251718667,0.3019737678129389,1
6.89543219703051e-06,0.0055526176626123,0.2595464493919787,1
0.0001237414333914,0.0659703860391327,0.3022598417877969,1
4.267970610772968e-05,0.0203595980962453,0.2789403975488556,1
0.0002277158257466,0.0056848228450555,0.2551309241397607,-1
0.0003363896460884,0.054071919619249,0.3140511954237488,1
3.051272494013794e-05,0.0062136435748281,0.2606690132652712,1
0.0002618941679167,0.0039661554732945,0.2262959226857118,10
4.360203023796723e-05,0.0099153886832363,0.284589347199336,5
8.332000400699548e-05,0.0576414595452141,0.3282048665721035,2
0.0002618941679167,0.0552617662612374,0.2965415318869434,1
7.5374069225846e-05,0.0251189846641988,0.2967669921748286,2
0.0002277158257466,0.0137493389740877,0.2317426706851988,1
0.0001728592582852,0.054071919619249,0.3216735399311001,3
0.0001129580974068,0.0408514013749339,0.3076709854344285,4
0.0001344262781702,0.0538075092543627,0.2938159650635117,5
0.0002618941679167,0.0338445267054468,0.2841407139423098,1
0.0001112710770928,0.0220782654680063,0.2775705715255342,1
1.5999032484412198e-05,0.015732416710735,0.2759850681996857,3
0.0002276459313863,0.0522210470650449,0.2822928904309872,1
4.550186576150517e-05,0.0167900581702802,0.286558210731619,1
4.461176771915503e-05,0.0304071919619249,0.3271121767165266,1
0.0001102410493232,0.0542041248016922,0.2901055982951747,-9
0.0002618941679167,0.0046271813855103,0.2339172729320158,1
5.80212557906185e-05,0.0165256478053939,0.2979210476453893,-3
4.380849159725531e-05,0.020095187731359,0.2964407947744177,4
6.744837462686657e-05,0.0212850343733474,0.3066002130070314,1
7.155758349057571e-05,0.0419090428344791,0.3219287249597045,1
5.329739922400833e-05,0.0226070861977789,0.274152130167257,1
0.0001640452635758,0.0571126388154415,0.3310587129862035,8
3.168451986546927e-05,0.0187731359069275,0.2995395633350933,1
0.0001020711080924,0.0030407191961924,0.2162450898759286,3
1.7468202803861608e-05,0.0104442094130089,0.2842846645760513,1
0.0010315354753599,0.1374933897408778,0.3445536244293013,1
9.569989758948396e-05,0.0025118984664198,0.2480773146838448,1
2.2524473296177435e-06,0.0076679005817028,0.250271741299365,1
3.871346158700739e-05,0.0072712850343733,0.2905009149088277,2
5.856960040658679e-05,0.0338445267054468,0.3048767647616044,1
3.73328947701911e-05,0.0247223691168693,0.3171332129437203,2
1.577173723283265e-05,0.0104442094130089,0.264308058105055,1
5.0222839923531965e-05,0.0232681121099947,0.2908573868936345,-8
0.0002276459313863,0.0253833950290851,0.275500963387631,1
0.0002070565543444,0.0187731359069275,0.255304220141082,1
3.150543359491052e-05,0.0289529349550502,0.3060394029865188,1
8.577541719602035e-05,0.0617398202009518,0.3340837652499642,6
0.0001482031211489,0.0646483342147012,0.317439533891679,-10
0.0001519228047362,0.119381279746166,0.3124825281629132,1
6.08954912103212e-05,0.0300105764145954,0.285456952179547,5
0.000186847672145,0.003569539925965,0.2397475202395012,1
6.126421700012654e-05,0.026176626123744,0.3018600513299958,1
1.67657050568851e-05,0.0141459545214172,0.2582231928239173,-3
1.23963998740471e-05,0.0103120042305658,0.2465914845954896,1
2.827393257132729e-05,0.0064780539397144,0.2725528732398309,-10
9.49100811730426e-05,0.0224748810153358,0.3063825469822671,1
8.40790055437717e-05,0.0125594923320994,0.2878319688119789,1
6.7088035914617e-05,0.0060814383923849,0.231587887458132,1
8.78193104825022e-05,0.0156002115282919,0.2714465506777346,2
1.963178835098796e-05,0.0240613432046536,0.2856587635682674,1
6.659414377185211e-05,0.0152035959809624,0.2897046436452617,1
1.381957563908455e-05,0.0333157059756742,0.3015215875163274,2
0.0001599518748204,0.0343733474352194,0.3141214771120756,2
8.351551889071013e-05,0.017451084082496,0.2947675797466134,3
2.052930217982871e-05,0.0231359069275515,0.2925491311220841,2
0.0002224019220125,0.0326546800634584,0.2742216298831632,-10
5.076785750865539e-05,0.034902168164992,0.2934496456008337,1
0.0004110159084083,0.0042305658381808,0.2143495433408691,2
5.746798944152724e-05,0.0128239026969857,0.2513942103385664,2
4.2489930462368645e-05,0.0101797990481226,0.2884908421124796,1
4.873544197383939e-05,0.0154680063458487,0.2783858982178371,3
6.888066076837733e-05,0.0249867794817556,0.3070544486154063,1
5.031908826291457e-05,0.0187731359069275,0.2763663099741432,1
0.0001289489319406,0.0503701745108408,0.3248577315237496,6
0.0001482583184969,0.0347699629825489,0.3216257234637245,1
2.0346109583401877e-05,0.0068746694870438,0.287095911817456,2
0.000110966584033,0.0522210470650449,0.3196206643585771,2
0.0001799439017841,0.0675568482284505,0.3290136297771824,1
1.468832563511886e-05,0.0121628767847699,0.285566413077171,1
0.0003021676213787,0.1180592279217345,0.3067877146990087,2
9.808270462700476e-05,0.0466684294024325,0.3203176900599463,1
3.5188691482628565e-05,0.0274986779481755,0.2909608988217027,1
0.0002067111461176,0.0345055526176626,0.2960257226332645,1
