0,1,2,weight
-1.1668307781219482,-0.4584798216819763,3.664698839187622,-10.0
-0.4026147127151489,0.9384602904319763,0.6741029024124146,1.0
0.27667832374572754,0.38106831908226013,0.6062970757484436,1.0
0.9429474472999573,0.7113176584243774,4.594913005828857,1.0
0.008104296401143074,0.04027155786752701,1.2883491516113281,1.0
-0.021354254335165024,-0.009949405677616596,1.4704577922821045,1.0
0.0046240221709012985,0.19544075429439545,2.9998114109039307,1.0
0.057523101568222046,1.0400172472000122,0.8027809858322144,1.0
0.03324424847960472,0.18550869822502136,3.2036330699920654,4.0
-0.0345861092209816,1.6585185527801514,11.188553810119629,1.0
0.03200250118970871,-0.0714796781539917,1.3110015392303467,1.0
0.9248510599136353,0.5148887038230896,0.5670724511146545,1.0
0.03453429415822029,0.8632440567016602,0.5615629553794861,1.0
0.0002942715655080974,-0.4334331750869751,1.929229497909546,1.0
-0.056772757321596146,0.5993111729621887,0.5865810513496399,1.0
0.5425634980201721,0.0704345777630806,0.534605085849762,1.0
0.3466814160346985,0.35173267126083374,5.576071739196777,1.0
0.9468767642974854,0.809615433216095,5.524412155151367,-10.0
2.69100284576416,0.8779459595680237,5.787299156188965,1.0
-0.004303175490349531,0.09973698109388351,0.9910762310028076,1.0
4.632758617401123,1.5991628170013428,7.212486267089844,1.0
-0.022331491112709045,-0.020888211205601692,1.196785569190979,1.0
-0.0782012864947319,-1.0436168909072876,1.815678358078003,1.0
0.08866221457719803,2.122140407562256,0.8783404231071472,1.0
2.330587863922119,0.010139510035514832,0.99826580286026,1.0
0.007860967889428139,0.5260579586029053,0.5370827317237854,1.0
0.04340430721640587,1.215789556503296,0.8056730031967163,10.0
0.38822290301322937,2.3353168964385986,1.2923139333724976,1.0
-0.08244170248508453,1.1096547842025757,0.8382052183151245,1.0
2.4704320430755615,0.6763173341751099,4.584301471710205,1.0
2.571350336074829,0.5865676403045654,4.068207740783691,1.0
0.02515670470893383,2.888554096221924,14.177436828613281,2.0
2.4653263092041016,1.061241626739502,5.9866509437561035,1.0
0.003707319498062134,-0.051516544073820114,1.00949227809906,1.0
0.7265623807907104,0.35406196117401123,2.8883910179138184,1.0
-0.07935742288827896,0.16527453064918518,1.0676665306091309,-10.0
0.023522531613707542,0.5166430473327637,0.8459088802337646,1.0
0.1039828360080719,1.2490094900131226,0.8797404170036316,1.0
0.011185897514224052,0.24616187810897827,1.083897352218628,-10.0
0.13062073290348053,0.3062741458415985,4.3583502769470215,1.0
0.027595466002821922,0.358174204826355,0.5666748881340027,1.0
-0.020290466025471687,0.23199079930782318,2.9680047035217285,1.0
-0.1109224185347557,1.1909953355789185,0.5889958739280701,1.0
-0.009290415793657303,0.3903643786907196,1.7488561868667603,1.0
0.24654467403888702,1.541772723197937,8.134765625,1.0
-0.37835797667503357,0.8260658383369446,0.6211312413215637,1.0
0.06761252135038376,19.05473518371582,1.77994704246521,1.0
-0.08892519772052765,3.0044262409210205,0.7614133358001709,1.0
-0.0015111574903130531,0.5582400560379028,0.7273732423782349,1.0
0.6388636231422424,4.005913734436035,1.45845365524292,1.0
0.9418302774429321,0.16418762505054474,2.0626680850982666,1.0
0.193529412150383,0.22359244525432587,1.4106367826461792,1.0
0.03212258592247963,0.6650611758232117,1.0290319919586182,1.0
0.13020212948322296,0.3297085165977478,0.5409068465232849,1.0
0.04933673515915871,0.7608076930046082,0.7638685703277588,1.0
-0.17287465929985046,0.6917730569839478,1.1461275815963745,-10.0
0.3979870676994324,2.2968251705169678,1.0876156091690063,-1.0
0.04389537498354912,0.5432897210121155,0.8347824215888977,1.0
0.4466639757156372,-0.08242594450712204,2.0792415142059326,1.0
1.689009189605713,16.849742889404297,1.2741307020187378,1.0
4.564791202545166,2.204559087753296,11.517075538635254,1.0
-0.07481835782527924,0.381478488445282,0.6748989820480347,1.0
0.12709373235702515,0.6224276423454285,0.5010891556739807,1.0
0.1807319074869156,0.03979266434907913,0.831710696220398,1.0
-0.0005035822978243232,0.6243774890899658,0.43271517753601074,1.0
1.6587318181991577,16.20680809020996,1.189951777458191,1.0
2.0030579566955566,1.4184037446975708,8.85416316986084,1.0
0.1362483948469162,0.5899718403816223,0.54062819480896,-1.0
-0.7012500762939453,0.9436624646186829,0.6891478896141052,1.0
0.46983951330184937,0.22867782413959503,1.7292588949203491,1.0
0.15673604607582092,2.052269697189331,0.9749687314033508,5.0
0.33864259719848633,1.828468680381775,1.0596797466278076,-10.0
