edge_betweenness,degree_centrality,closeness_centrality,weight
0.0002704996243941,0.0661025912215758,0.3359385691911265,1.0
5.507102350534679e-05,0.0103120042305658,0.271396703606224,1.0
8.622513720491332e-05,0.0150713907985193,0.2774542468844687,1.0
0.0001205592837836,0.0154680063458487,0.2726439024501484,1.0
1.123195848860943e-05,0.0080645161290322,0.2672076841261598,1.0
8.164343861763899e-05,0.0260444209413009,0.3094654257139477,1.0
0.0003166169855873,0.0252511898466419,0.3031894580227265,1.0
9.689909313380208e-05,0.0268376520359598,0.2917424536728836,1.0
0.0002618941679167,0.0033051295610787,0.2350746470299483,2.0
5.387042888741763e-05,0.0149391856160761,0.2786959664738051,1.0
0.0002277158257466,0.1175304071919619,0.3060833082456532,1.0
6.160251048719215e-05,0.0141459545214172,0.2409778212488472,1.0
5.5589389238176974e-05,0.0276308831306187,0.2930038879341369,1.0
4.597000501197051e-05,0.0074034902168164,0.2696372237495408,1.0
5.1713680257726747e-05,0.00965097831835,0.2743794750179003,1.0
0.0001637326698836,0.0460074034902168,0.3053761661166386,1.0
2.9403321386858014e-05,0.0159968270756213,0.3026682769692063,1.0
9.091202969762336e-05,0.0018508725542041,0.2267265811856867,-10.0
0.0001973293697679,0.0534108937070333,0.2902115927326065,1.0
0.0001006146945666,0.0084611316763617,0.2544164732146538,1.0
1.511085756307176e-05,0.002644103648863,0.2275371675480919,1.0
4.9512778228361896e-05,0.0019830777366472,0.2281548933407307,1.0
0.0002056963281324,0.0286885245901639,0.3151754705258567,-1.0
0.000219124227438,0.0118984664198836,0.2551794822247157,1.0
0.0001005604322168,0.0089899524061343,0.2621886612086154,1.0
0.0002618941679167,0.117662612374405,0.3060284119146584,1.0
1.0586578200292422e-05,0.0182443151771549,0.2568889325907594,3.0
0.0002618941679167,0.0027763088313061,0.2021011069407665,1.0
0.0002331469895543,0.0674246430460074,0.3093715269719456,1.0
2.5164181948846304e-05,0.0146747752511898,0.2920508002290987,-10.0
4.863240977587759e-05,0.0095187731359069,0.2747158900593422,1.0
5.516607845211889e-05,0.027895293495505,0.3038448536120193,-10.0
3.4001564925092933e-05,0.0343733474352194,0.3110060080262637,1.0
8.971187450974762e-06,0.0050237969328397,0.2611995660064344,1.0
0.0002276459313863,0.0367530407191961,0.2918178575703797,1.0
4.059524192966882e-05,0.0075356953992596,0.2598243868410712,1.0
8.911378396244668e-05,0.06795346377578,0.3172170435504542,-10.0
5.48420826526283e-05,0.0093865679534637,0.2766110992493903,1.0
0.0002080144345724,0.0203595980962453,0.3027597339688316,1.0
6.0013181101440975e-05,0.0610787942887361,0.3188375894183304,1.0
0.0003232369532635,0.0368852459016393,0.2908056132051999,1.0
0.0002277158257466,0.007006874669487,0.2209620955401242,2.0
0.0001118920439721,0.0641195134849286,0.3158335658295539,-10.0
3.250353013359841e-05,0.0145425700687466,0.2805044364778959,1.0
3.704356694381976e-05,0.0363564251718667,0.3019737678129389,1.0
6.89543219703051e-06,0.0055526176626123,0.2595464493919787,1.0
0.0001237414333914,0.0659703860391327,0.3022598417877969,1.0
4.267970610772968e-05,0.0203595980962453,0.2789403975488556,1.0
0.0002277158257466,0.0056848228450555,0.2551309241397607,-1.0
0.0003363896460884,0.054071919619249,0.3140511954237488,1.0
3.051272494013794e-05,0.0062136435748281,0.2606690132652712,1.0
0.0002618941679167,0.0552617662612374,0.2965415318869434,1.0
0.0002277158257466,0.0137493389740877,0.2317426706851988,1.0
0.0002618941679167,0.0338445267054468,0.2841407139423098,1.0
0.0001112710770928,0.0220782654680063,0.2775705715255342,1.0
0.0002276459313863,0.0522210470650449,0.2822928904309872,1.0
4.550186576150517e-05,0.0167900581702802,0.286558210731619,1.0
4.461176771915503e-05,0.0304071919619249,0.3271121767165266,1.0
0.0001102410493232,0.0542041248016922,0.2901055982951747,-9.0
0.0002618941679167,0.0046271813855103,0.2339172729320158,1.0
5.80212557906185e-05,0.0165256478053939,0.2979210476453893,-3.0
6.744837462686657e-05,0.0212850343733474,0.3066002130070314,1.0
7.155758349057571e-05,0.0419090428344791,0.3219287249597045,1.0
5.329739922400833e-05,0.0226070861977789,0.274152130167257,1.0
3.168451986546927e-05,0.0187731359069275,0.2995395633350933,1.0
1.7468202803861608e-05,0.0104442094130089,0.2842846645760513,1.0
0.0010315354753599,0.1374933897408778,0.3445536244293013,1.0
9.569989758948396e-05,0.0025118984664198,0.2480773146838448,1.0
2.2524473296177435e-06,0.0076679005817028,0.250271741299365,1.0
5.856960040658679e-05,0.0338445267054468,0.3048767647616044,1.0
1.577173723283265e-05,0.0104442094130089,0.264308058105055,1.0
5.0222839923531965e-05,0.0232681121099947,0.2908573868936345,-8.0
0.0002276459313863,0.0253833950290851,0.275500963387631,1.0
0.0002070565543444,0.0187731359069275,0.255304220141082,1.0
3.150543359491052e-05,0.0289529349550502,0.3060394029865188,1.0
0.0001482031211489,0.0646483342147012,0.317439533891679,-10.0
0.0001519228047362,0.119381279746166,0.3124825281629132,1.0
6.08954912103212e-05,0.0300105764145954,0.285456952179547,5.0
0.000186847672145,0.003569539925965,0.2397475202395012,1.0
6.126421700012654e-05,0.026176626123744,0.3018600513299958,1.0
1.67657050568851e-05,0.0141459545214172,0.2582231928239173,-3.0
1.23963998740471e-05,0.0103120042305658,0.2465914845954896,1.0
2.827393257132729e-05,0.0064780539397144,0.2725528732398309,-10.0
9.49100811730426e-05,0.0224748810153358,0.3063825469822671,1.0
8.40790055437717e-05,0.0125594923320994,0.2878319688119789,1.0
6.7088035914617e-05,0.0060814383923849,0.231587887458132,1.0
1.963178835098796e-05,0.0240613432046536,0.2856587635682674,1.0
6.659414377185211e-05,0.0152035959809624,0.2897046436452617,1.0
0.0002224019220125,0.0326546800634584,0.2742216298831632,-10.0
5.076785750865539e-05,0.034902168164992,0.2934496456008337,1.0
5.746798944152724e-05,0.0128239026969857,0.2513942103385664,2.0
4.2489930462368645e-05,0.0101797990481226,0.2884908421124796,1.0
6.888066076837733e-05,0.0249867794817556,0.3070544486154063,1.0
5.031908826291457e-05,0.0187731359069275,0.2763663099741432,1.0
0.0001482583184969,0.0347699629825489,0.3216257234637245,1.0
0.000110966584033,0.0522210470650449,0.3196206643585771,2.0
0.0001799439017841,0.0675568482284505,0.3290136297771824,1.0
1.468832563511886e-05,0.0121628767847699,0.285566413077171,1.0
9.808270462700476e-05,0.0466684294024325,0.3203176900599463,1.0
3.5188691482628565e-05,0.0274986779481755,0.2909608988217027,1.0
0.0002067111461176,0.0345055526176626,0.2960257226332645,1.0
0.0002277158257466,0.0539397144368059,0.2856183733146529,1.0
8.800253044788949e-05,0.0059492332099418,0.257443527966044,1.0
7.315147748388662e-05,0.0684822845055526,0.3133539040703922,1.0
0.0002095209950694,0.0033051295610787,0.2416690123467059,1.0
0.0002115955237199,0.0156002115282919,0.2820896421119104,1.0
8.468704061192293e-06,0.0074034902168164,0.2766759057984209,1.0
1.96788852892472e-05,0.0014542570068746,0.2429032555317627,2.0
4.243836189630148e-05,0.0091221575885774,0.2674588380592367,1.0
0.0003529094116318,0.0464040190375462,0.3035879850645248,1.0
7.55488643543581e-05,0.0107086197778952,0.2756421530063454,1.0
0.0002276459313863,0.0038339502908514,0.2356375585071553,1.0
3.9237729586890425e-05,0.0120306716023268,0.2675103515650445,1.0
5.200124561207861e-05,0.0231359069275515,0.3039708282375771,1.0
1.4388285219713258e-05,0.0079323109465891,0.2599644427428325,-10.0
0.000172889166516,0.0343733474352194,0.2886877868423668,1.0
3.473399190217297e-05,0.0317292437863564,0.2890422134567532,1.0
8.062215642016412e-05,0.0400581702802749,0.3150674595699367,1.0
3.87442361577202e-05,0.0074034902168164,0.2586015795770325,1.0
2.108482098279538e-05,0.0148069804336329,0.2489178295392466,1.0
0.0002665143311117,0.0092543627710206,0.2519818052202092,1.0
0.0002618941679167,0.011369645690111,0.2644428096178547,1.0
8.289618737432815e-06,0.0050237969328397,0.2716407400025182,1.0
0.0002277158257466,0.0551295610787942,0.2965956104665375,1.0
3.788568069533676e-05,0.0112374405076679,0.2712245514799222,1.0
3.574010327366506e-05,0.0083289264939185,0.2716175554922677,1.0
1.2215257622912196e-05,0.0051560021152829,0.2810572010629406,1.0
4.297803841562728e-05,0.039264939185616,0.3139681666280559,1.0
7.740677824440802e-06,0.0124272871496562,0.2913404615112105,1.0
4.1789051865897965e-06,0.0108408249603384,0.2540518527962437,1.0
3.082601593421183e-05,0.0419090428344791,0.3076370619892353,1.0
0.0002276459313863,0.0182443151771549,0.253504030807097,1.0
5.099829063446296e-05,0.027895293495505,0.3227433475827747,1.0
0.0001574723216132,0.0471972501322051,0.3201351616557387,6.0
0.0002618941679167,0.054071919619249,0.2855652918236886,1.0
0.0001823359186783,0.000925436277102,0.2194587678417991,1.0
2.4570777402242163e-05,0.0076679005817028,0.2711623754206433,2.0
4.11999161375993e-05,0.0108408249603384,0.2625814099194423,1.0
1.0004742330863943e-05,0.0048915917503966,0.2343321889908771,1.0
6.887482081884324e-05,0.0343733474352194,0.280080776887534,1.0
2.550629648017445e-05,0.0185087255420412,0.2790111988431061,1.0
0.0002276459313863,0.0015864621893178,0.2102576163469065,1.0
0.0001985569450299,0.038339502908514,0.3139847629360542,1.0
0.0001183929668597,0.0220782654680063,0.3174374917361821,1.0
8.751444213927974e-05,0.0129561078794288,0.2688014901087553,1.0
2.3689100026328545e-05,0.013088313061872,0.2789189526942741,2.0
5.737365278058797e-05,0.0072712850343733,0.258795286794646,1.0
5.2543835799975895e-05,0.0054204124801692,0.2383699079366342,1.0
0.00044928427884,0.0075356953992596,0.2371077595071715,3.0
1.0785729388554464e-05,0.0059492332099418,0.2640583107719171,1.0
3.593945781140282e-05,0.0092543627710206,0.2744541171872873,1.0
0.0002276459313863,0.117662612374405,0.3060284119146584,1.0
0.0002277158257466,0.1175304071919619,0.3060833082456532,1.0
4.469363134138126e-05,0.0091221575885774,0.2727147736391654,1.0
0.0001016776819607,0.0441565309360126,0.2921706210342627,-10.0
4.520806098072759e-05,0.0058170280274986,0.224797026330215,1.0
1.259346064712642e-05,0.0150713907985193,0.2798057155202664,1.0
1.4587941439550337e-05,0.0144103648863035,0.2865672664521077,1.0
